	price	sector	street	city	type	room	suite	park	m2
10198	1.550.000	JDS VERONA	AV MARGINAL BARRETO	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	351
10199	490.000	SETOR BUENO	RUA T 27	Goiania GO	APARTAMENTO	3	3	2	105
10200	3.200.000	ALPHAVILLE IPE	RUA MARMELINHO	Goiania GO	CASA DE CONDOMÍNIO	4	4	3	471
10204	493.973	JARDIM ATLÂNTICO	AVENIDA IPANEMA	Goiania GO	APARTAMENTO	3	3	3	120
10206	1.300.000	JDS VALENCIA	R COPAIBAS,DAS	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	302
10209	290.000	PQ AMAZONIA	NO INFORMADO	Goiania GO	APARTAMENTO	3	1	1	77
10211	240.000	SETOR BELA VISTA	RUA S 2	Goiania GO	APARTAMENTO	2	1	1	93
10212	430.000	SETOR OESTE	RUA 10	Goiania GO	APARTAMENTO	4	2	2	138
10213	2.650.000	JDS MILAO	R VITORIAS DAS REGIAS	Goiania GO	CASA DE CONDOMÍNIO	5	4	4	750
10214	985.490	SETOR OESTE	RUA JOAO DE ABREU	Goiania GO	APARTAMENTO	3	3	2	179
10220	265.000	RESID JOSE VIANDELI	R FINLANDIA	Goiania GO	CASA	3	1	4	94
10221	370.000	PQ AMAZONIA	AVENIDA DONA TEREZINHA DE MORAIS	Goiania GO	APARTAMENTO	3	2	2	88
10225	580.000	SETOR BUENO	R T 37	Goiania GO	APARTAMENTO	3	1	2	162
10226	682.500	SETOR BUENO	RUA T 29	Goiania GO	APARTAMENTO	3	3	2	115
10227	190.000	IPIRANGA	AVENIDA PADRE FEIJO	Goiania GO	APARTAMENTO	2	1	1	58
10233	969.000	SETOR MARISTA	ALAMEDA RICARDO PARANHOS	Goiania GO	APARTAMENTO	4	4	3	175
10236	215.000	PQ AMAZONIA	AVENIDA ANTONIO FIDELIS	Goiania GO	APARTAMENTO	2	1	1	62
10237	3.300.000	RESID ALDEIA DO VALE	RUA AROEIRAS,DAS	Goiania GO	CASA DE CONDOMÍNIO	4	4	6	455
10238	2.200.000	SETOR MARISTA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	4	4	4	370
10241	350.000	JARDIM ATLÂNTICO	RUA MEXILHAO,DO	Goiania GO	CASA	3	1	2	125
10243	1.150.000	JDS VERONA	RUA GERALDO RODRIGUES SN	Goiania GO	CASA DE CONDOMÍNIO	4	4	3	240
10244	600.000	SETOR BUENO	RUA T 34	Goiania GO	APARTAMENTO	3	3	2	123
10246	1.680.000	SETOR MARISTA	RUA 1138	Goiania GO	APARTAMENTO	4	4	4	297
10247	260.000	JD GOIAS	RUA 54	Goiania GO	APARTAMENTO	3	1	1	73
10248	540.000	SETOR BUENO	T 65	Goiania GO	APARTAMENTO	3	3	2	128
10249	680.000	SETOR OESTE	RUA JOAO DE ABREU	Goiania GO	APARTAMENTO	4	4	2	187
10250	415.000	JARDIM ATLÂNTICO	RUA JAVEU	Goiania GO	CASA	3	2	4	160
10251	305.000	SETOR BELA VISTA	RUA T 65 A	Goiania GO	APARTAMENTO	2	2	1	67
10252	1.252.000	JD GOIAS	RUA 52 ESQ. C RUA 66 QUADRA B-27 LOTES 0612A	Goiania GO	APARTAMENTO	4	4	3	214
10253	1.100.000	SETOR BUENO	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	3	3	313
10255	1.280.000	SETOR AEROPORTO	RUA 16 A	Goiania GO	APARTAMENTO	4	4	3	288
10257	630.000	SETOR OESTE	RUA T 48	Goiania GO	APARTAMENTO	4	2	3	210
10258	9.500.000	RESID ALDEIA DO VALE	RUA AROEIRAS,DAS	Goiania GO	CASA DE CONDOMÍNIO	4	4	6	850
10259	580.000	SETOR FAICALVILLE	RUA F 58	Goiania GO	CASA	3	3	4	238
10260	580.000	SETOR JAO	AVENIDA RIO BRANCO	Goiania GO	CASA	4	2	3	193
10266	550.000	SETOR MARISTA	AVENIDA 85	Goiania GO	APARTAMENTO	4	1	4	208
10268	675.000	SETOR BUENO	RUA T 29	Goiania GO	APARTAMENTO	2	2	2	118
10269	446.826	JD GOIAS	RUA 55	Goiania GO	APARTAMENTO	3	1	2	88
10270	1.590.000	SETOR BUENO	RUA T 62	Goiania GO	APARTAMENTO	4	4	4	310
10271	200.000	PQ AMAZONIA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	2	1	1	54
10272	255.000	SETOR BELA VISTA	RUA S 4	Goiania GO	APARTAMENTO	2	1	1	63
10274	169.000	ORIENTVILLE	RUA CENTER	Goiania GO	CASA DE CONDOMÍNIO	3	1	2	58
10276	195.000	JARDIM AMÉRICA	RUA C 184	Goiania GO	APARTAMENTO	2	1	1	67
10277	310.000	SETOR BUENO	RUA T 65	Goiania GO	APARTAMENTO	3	1	2	111
10278	580.000	JD GOIAS	RUA 54	Goiania GO	APARTAMENTO	3	2	2	129
10281	838.000	SETOR MARISTA	RUA 135	Goiania GO	APARTAMENTO	3	3	2	137
10282	360.000	SETOR CAMPINAS	RUA 9	Goiania GO	APARTAMENTO	4	1	1	140
10287	1.200.000	SETOR BUENO	AVENIDA T 13	Goiania GO	CASA COMERCIAL	3	1	2	303
10289	4.000.000	SETOR BUENO	RUA T 34	Goiania GO	APARTAMENTO	4	4	7	550
10292	690.000	SETOR OESTE	RUA 4	Goiania GO	APARTAMENTO	3	3	3	200
10293	600.000	SETOR MARISTA	AVENIDA 136 ESQ. RUA 136A	Goiania GO	APARTAMENTO	3	3	2	150
10295	175.000	S FRANCISCO	AV CASTELO BRANCO	Goiania GO	APARTAMENTO	2	1	1	62
10296	297.090	S FRANCISCO	RUA HUMAITA	Goiania GO	APARTAMENTO	3	3	2	77
10297	380.000	SETOR BELA VISTA	RUA S 3	Goiania GO	APARTAMENTO	3	1	1	110
10299	520.000	JARDIM ATLÂNTICO	RUA GUAJA,DO	Goiania GO	CASA	3	3	2	212
10301	800.000	SETOR URIAS MAGALHAES	RUA VITORIA REGIA	Goiania GO	CASA	4	3	1	400
10302	550.000	PARQUE ANHANGUERA	RUA DUQUE DE CAXIAS	Goiania GO	CASA	3	1	4	200
10303	360.000	RESID ELDORADO	AV CIRCULAR	Goiania GO	APARTAMENTO	3	3	2	99
10304	175.000	PQ AMAZONIA	AVENIDA FEIRA DE SANTANA	Goiania GO	APARTAMENTO	2	1	1	58
10305	310.000	PQ AMAZONIA	RUA MACEIO	Goiania GO	APARTAMENTO	3	1	2	85
10306	650.000	SETOR NOVA SUICA	RUA C 250	Goiania GO	APARTAMENTO	4	4	2	256
10307	1.980.000	ALPHAVILLE FLAMBOYANT RESID ARAGUAIA	RUA IBICUÍ	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	355
10309	590.000	SETOR URIAS MAGALHAES	RUA SAO PAULO	Goiania GO	CASA	3	1	3	119
10310	500.000	SETOR BUENO	RUA T 33	Goiania GO	APARTAMENTO	3	3	2	94
10311	389.000	PQ AMAZONIA	RUA SALVADOR	Goiania GO	APARTAMENTO	3	3	2	92
10312	250.000	SETOR CENTRAL	RUA 3	Goiania GO	APARTAMENTO	3	1	1	167
10313	850.000	JARDIM AMÉRICA	RUA C 161	Goiania GO	CASA	3	1	4	447
10314	1.050.000	SETOR OESTE	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	4	4	3	254
10316	480.000	RESID ELDORADO	AVENIDA CIRCULAR	Goiania GO	APARTAMENTO	3	3	2	109
10317	960.000	SETOR OESTE	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	4	3	3	261
10318	340.000	JD VL BOA	AVENIDA PEDRO LUDOVICO TEIXEIRA	Goiania GO	CASA	3	1	3	333
10321	550.000	SERRINHA	RUA MADAME CURIE	Goiania GO	CASA	3	1	3	211
10322	550.000	JD PLANALTO	RUA MONTE CASSINO	Goiania GO	CASA	3	1	4	240
10323	980.000	SETOR MARISTA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	4	4	3	174
10324	320.000	SETOR LESTE UNIVERSITARIO	RUA 257	Goiania GO	APARTAMENTO	3	1	1	70
10330	585.000	SETOR BUENO	RUA T 65	Goiania GO	APARTAMENTO	3	3	2	128
10332	230.000	SETOR AEROPORTO	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	1	1	77
10335	800.000	JDS MADRI	RUA MADRI 32	Goiania GO	CASA	3	3	2	210
10338	599.000	JARDIM AMÉRICA	RUA C 25	Goiania GO	CASA	4	4	3	253
10340	275.000	ALTO DA GLORIA	R FORTALEZA	Goiania GO	APARTAMENTO	3	1	2	78
10341	483.693	JARDIM ATLÂNTICO	AVENIDA COPACABANA	Goiania GO	APARTAMENTO	3	2	2	123
10343	6.000.000	ALPHAVILLE IPE	AVENIDA ALPHAVILLE FLAMBOYANT	Goiania GO	CASA DE CONDOMÍNIO	6	6	8	1000
10350	2.450.000	SETOR BUENO	PRACA T 23	Goiania GO	APARTAMENTO	4	4	4	350
10352	270.000	SETOR TRES MARIAS	R LAS VELAS	Goiania GO	CASA	3	1	4	97
10353	295.000	VL NOVO HORIZONTE	RUA C 23	Goiania GO	CASA	3	2	3	180
10358	653.000	SETOR OESTE	RUA R 17	Goiania GO	APARTAMENTO	3	3	2	124
10361	180.000	RESID BARRAVENTO	RUA ALBERTO RASSI	Goiania GO	CASA	2	1	2	70
10364	1.800.000	JDS MILAO	R ACACIAS,DAS	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	388
10366	816.000	SETOR BUENO	RUA T 27	Goiania GO	APARTAMENTO	3	3	2	153
10373	226.448	RESID ELDORADO	AVENIDA NAPOLI	Goiania GO	APARTAMENTO	2	1	1	63
10374	720.000	JD GOIAS	RUA 55	Goiania GO	APARTAMENTO	3	3	3	128
10378	180.000	SETOR SUDOESTE	RUA C 42	Goiania GO	APARTAMENTO	2	1	2	79
10379	250.000	SETOR PEDRO LUDOVICO	AVENIDA CIRCULAR	Goiania GO	APARTAMENTO	3	1	2	74
10380	1.279.000	SETOR MARISTA	VIELA 1141	Goiania GO	APARTAMENTO	4	4	3	197
10384	890.000	PORTAL DO SOL	RUA SB 17	Goiania GO	CASA DE CONDOMÍNIO	3	3	3	300
10385	500.000	JD PLANALTO	RUA SAO BARTOLOMEU	Goiania GO	CASA	3	1	4	300
10387	1.385.793	JD GOIAS	RUA 12 A	Goiania GO	APARTAMENTO	4	4	4	228
10388	420.000	COND JD ARITANA	VIA VICENTE J DA COSTA	Goiania GO	CASA	3	2	6	190
10389	180.000	SETOR GOIANIA 2	AVENIDA PEDRO PAULO DE SOUZA	Goiania GO	APARTAMENTO	2	1	1	63
10396	650.000	STA GENOVEVA	AVENIDA CAIAPO	Goiania GO	CASA	4	1	4	300
10398	820.000	SETOR SOL NASCENTE	ALAMEDA CASCAVEL	Goiania GO	CASA	3	1	4	320
10405	1.290.000	SETOR MARISTA	RUA MARIO BITTAR	Goiania GO	APARTAMENTO	4	4	4	211
10406	250.000	PQ DAS FLORES	RUA FL 43	Goiania GO	CASA	3	1	3	72
10410	615.000	PQ AMAZONIA	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA DE CONDOMÍNIO	3	3	2	206
10411	3.500.000	JDS MILAO	R MARGARIDAS,DAS	Goiania GO	CASA DE CONDOMÍNIO	5	5	3	534
10412	290.000	RESID ELDORADO	AV RAVENA	Goiania GO	APARTAMENTO	3	3	2	93
10414	230.000	SETOR CANDIDA DE MORAIS	AV: PERIMENTAL NORTE C/ RUA ESPERANÇA,	Goiania GO	APARTAMENTO	3	1	2	74
10416	186.000	PQ OESTE INDUSTRIAL	RUA DAS CAMELIAS QD 16	Goiania GO	APARTAMENTO	2	1	1	54
10419	230.000	RESID SOLAR BOUGAINVILLE	RUA SB 19	Goiania GO	CASA	3	1	4	107
10421	1.900.000	SETOR MARISTA	ALAMEDA RICARDO PARANHOS	Goiania GO	APARTAMENTO	4	4	2	265
10424	228.524	SETOR NEGRAO DE LIMA	RUA DONA SANTINHA	Goiania GO	APARTAMENTO	3	1	1	68
10426	900.000	SETOR BUENO	RUA T 60	Goiania GO	APARTAMENTO	4	3	4	310
10427	190.000	SETOR RIO FORMOSO	VIA SANTA LUZIA	Goiania GO	CASA	3	1	2	96
10431	520.000	SETOR BUENO	AVENIDA T 1	Goiania GO	APARTAMENTO	4	2	2	200
10435	1.300.000	LOTEAMENTO PORTAL DO SOL II	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA DE CONDOMÍNIO	3	3	2	280
10437	235.000	SETOR PEDRO LUDOVICO	AVENIDA CIRCULAR	Goiania GO	APARTAMENTO	3	1	1	72
10438	160.000	SETOR ORIENTEVILLE	RUA CENTER	Goiania GO	CASA DE CONDOMÍNIO	3	1	2	62
10439	215.000	JD BALNEÁRIO MEIA PONTE	AVENIDA GENESIO DE LIMA BRITO	Goiania GO	CASA	3	1	2	89
10441	1.390.000	SETOR SUL	RUA 120 A	Goiania GO	CASA	5	2	5	500
10442	200.000	RESID CANADA	RUA RC 16	Goiania GO	CASA	3	1	2	76
10443	279.000	VL BELA	AV AFONSO PENA	Goiania GO	APARTAMENTO	3	1	2	75
10448	640.000	SETOR BUENO	RUA T 52 A	Goiania GO	APARTAMENTO	3	3	2	114
10450	480.000	SETOR NOVA SUICA	RUA C 259	Goiania GO	APARTAMENTO	3	1	2	125
10452	475.000	JD GOIAS	RUA 71	Goiania GO	APARTAMENTO	3	3	2	102
10453	1.350.000	SETOR MARISTA	ALAMEDA RICARDO PARANHOS	Goiania GO	APARTAMENTO	4	4	2	200
10457	900.000	SETOR BUENO	RUA T 29	Goiania GO	APARTAMENTO	4	4	3	177
10460	235.000	SETOR FAICALVILLE	RUA F 49	Goiania GO	CASA	3	1	2	115
10462	1.850.000	RESID ALDEIA DO VALE	RUA PALMEIRAS,DAS	Goiania GO	CASA DE CONDOMÍNIO	4	4	2	430
10463	360.000	CH ALTO DA GLORIA	RUA 1	Goiania GO	APARTAMENTO	3	1	2	89
10464	300.000	SETOR BUENO	PRACA T 21	Goiania GO	APARTAMENTO	2	1	1	61
10465	215.000	SETOR NEGRAO DE LIMA	RUA 408	Goiania GO	APARTAMENTO	2	1	1	61
10468	258.500	VILA MARIA JOSÉ	RUA CEL SERAFIM AGAPITO	Goiania GO	APARTAMENTO	2	1	2	57
10471	280.000	SETOR BELA VISTA	RUA S 2	Goiania GO	APARTAMENTO	3	2	2	79
10473	1.300.000	JARDIM GUANABARA	RUA ITAUNA	Goiania GO	CASA	6	4	3	421
10480	610.000	SETOR BUENO	RUA T 48	Goiania GO	APARTAMENTO	3	3	2	115
10482	430.000	JD GOIAS	RUA 53	Goiania GO	APARTAMENTO	4	2	2	114
10484	230.000	RESID HAVAÍ	R H 14	Goiania GO	CASA	3	2	2	135
10485	320.000	VILA MARIA JOSÉ	AV SAO JOAO	Goiania GO	APARTAMENTO	3	3	2	77
10487	414.000	PQ AMAZONIA	AVENIDA ANTONIO FIDELIS	Goiania GO	APARTAMENTO	3	3	2	92
10489	479.000	JD GOIAS	RUA 71	Goiania GO	APARTAMENTO	3	3	2	102
10490	340.000	SETOR PEDRO LUDOVICO	RUA 1040	Goiania GO	APARTAMENTO	3	1	2	90
10492	504.000	JARDIM ATLÂNTICO	AVENIDA COPACABANA	Goiania GO	APARTAMENTO	3	3	2	123
10493	420.000	SETOR BUENO	AVENIDA T-36	Goiania GO	APARTAMENTO	3	2	2	83
10496	800.000	SETOR OESTE	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	4	4	3	145
10497	5.380.000	RESID ALPHAVILLE FLAMBOYANT	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	630
10503	3.600.000	ALPHAVILLE GOIAS	RUA NOVO PLANALTO	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	500
10505	240.000	MOINHO DOS VENTOS	R MDV 22	Goiania GO	CASA	3	1	2	108
10510	360.000	SETOR MARISTA	RUA 15	Goiania GO	APARTAMENTO	2	1	2	61
10511	260.000	VL DOS ALPES	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	1	2	74
10512	179.900	SETOR MARECHAL RONDON	AV MAL RONDON	Goiania GO	APARTAMENTO	3	1	1	70
10513	430.000	ALTO DA GLORIA	R MANAUS	Goiania GO	APARTAMENTO	3	1	1	95
10516	480.000	SETOR OESTE	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	1	2	152
10517	480.000	SETOR OESTE	ALAMEDA ROSAS,DAS	Goiania GO	APARTAMENTO	2	2	2	90
10518	435.000	SETOR OESTE	AVENIDA ASSIS CHATEAUBRIAND	Goiania GO	APARTAMENTO	3	3	2	100
10519	1.112.289	SETOR OESTE	RUA 6	Goiania GO	APARTAMENTO	3	3	3	168
10520	280.000	JD GOIAS	RUA 6	Goiania GO	APARTAMENTO	2	2	1	61
10522	550.000	SETOR BUENO	RUA T 65	Goiania GO	APARTAMENTO	3	3	2	128
10523	490.000	JD GOIAS	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	4	4	2	120
10524	2.280.000	SETOR BUENO	PRACA T 23	Goiania GO	APARTAMENTO	4	4	4	350
10525	670.000	ALTO DA GLORIA	R SAO LUIS	Goiania GO	APARTAMENTO	3	3	2	180
10526	465.000	RESID ELDORADO	RUA VV 8	Goiania GO	APARTAMENTO	3	3	2	108
10527	550.000	RESID ELDORADO	RUA VV 8	Goiania GO	APARTAMENTO	3	3	2	111
10528	170.000	RESID ELI FORTE	RUA DIVA FORTES	Goiania GO	CASA	2	1	2	62
10530	758.000	SETOR BUENO	RUA T 50	Goiania GO	APARTAMENTO	4	3	3	191
10531	145.000	RESID MAR DEL PLATA	RUA MP 5	Goiania GO	CASA	3	1	1	230
10532	1.195.000	SETOR BUENO	PRACA T 23	Goiania GO	APARTAMENTO	4	4	3	179
10533	280.000	JARDIM ATLÂNTICO	RUA TRISTAO,DO	Goiania GO	CASA	3	1	3	99
10534	830.000	SETOR BUENO	RUA T 50	Goiania GO	APARTAMENTO	3	3	3	177
10535	320.000	SETOR OESTE	RUA R 17	Goiania GO	APARTAMENTO	2	1	1	77
10537	190.000	VILA ROSA	RUA FRANCISCO GODINHO	Goiania GO	APARTAMENTO	2	1	1	57
10539	400.000	SETOR NOVA SUICA	RUA C 248	Goiania GO	APARTAMENTO	3	1	2	120
10540	420.000	SETOR BUENO	RUA T 29	Goiania GO	APARTAMENTO	3	3	2	88
10544	600.000	SETOR BUENO	RUA T 48	Goiania GO	APARTAMENTO	3	3	2	114
10546	499.000	SETOR JAO	RUA J 59	Goiania GO	CASA	3	1	4	200
10547	680.000	PARQUE ANHANGUERA	RUA CARLOS GOMES	Goiania GO	CASA	3	3	4	156
10548	1.350.000	SETOR BUENO	RUA T3 COM T50	Goiania GO	APARTAMENTO	4	4	4	209
10552	715.000	SETOR MARISTA	RUA 145	Goiania GO	APARTAMENTO	3	3	2	138
10553	380.000	SETOR GOIANIA 2	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	3	2	98
10554	255.000	SETOR BELA VISTA	RUA S 5	Goiania GO	APARTAMENTO	3	1	1	93
10555	950.000	SETOR BUENO	RUA T 66	Goiania GO	APARTAMENTO	3	3	3	162
10556	1.850.000	RESID ALDEIA DO VALE	RUA PALMEIRAS,DAS	Goiania GO	CASA DE CONDOMÍNIO	4	4	2	430
10558	1.250.000	JDS MADRI	RUA MADRI 32	Goiania GO	CASA DE CONDOMÍNIO	3	3	2	247
10559	180.000	JD PETROPOLIS	RUA SANTO AMARO	Goiania GO	CASA	3	1	2	82
10560	395.000	SETOR CENTRAL	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	4	1	1	120
10561	272.840	VILA JARAGUÁ	AVENIDA ENG FUAD RASSI	Goiania GO	APARTAMENTO	3	1	2	71
10566	206.000	RESID ELDORADO	AVENIDA TRIESTE	Goiania GO	APARTAMENTO	2	1	1	57
10567	380.000	SETOR JAO	AVENIDA PEDRO ALVARES CABRAL	Goiania GO	CASA	3	1	2	126
10568	210.000	RESID ELDORADO	AVENIDA TRIESTE	Goiania GO	APARTAMENTO	2	1	1	57
10570	217.183	SETOR NEGRAO DE LIMA	RUA 408	Goiania GO	APARTAMENTO	2	1	2	58
10572	485.000	SETOR LESTE UNIVERSITARIO	RUA 242	Goiania GO	APARTAMENTO	3	3	2	102
10573	810.000	JDS LISBOA	RUA DOS LÍRIOS QD. 06 LT. 17	Goiania GO	CASA DE CONDOMÍNIO	3	1	2	180
10574	1.950.000	RESID GRANVILLE	RUA GV 4 A	Goiania GO	CASA	3	3	5	405
10576	210.000	FAICALVILLE	AVENIDA IPANEMA	Goiania GO	APARTAMENTO	2	1	1	60
10578	695.000	JARDIM AMÉRICA	RUA C 142	Goiania GO	CASA	4	2	4	300
10580	840.000	SETOR BUENO	RUA T 50	Goiania GO	APARTAMENTO	4	3	3	169
10581	550.000	JD PLANALTO	AVENIDA SAO CARLOS	Goiania GO	CASA	4	3	3	220
10584	520.000	ALTO DA GLORIA	R NATAL	Goiania GO	APARTAMENTO	3	3	3	100
10586	450.000	SETOR BUENO	RUA T 30	Goiania GO	APARTAMENTO	4	2	2	110
10591	879.000	ALTO DA GLORIA	PC TRIANGULO,DO	Goiania GO	APARTAMENTO	3	3	2	154
10592	880.000	SETOR BUENO	AVENIDA T 4	Goiania GO	APARTAMENTO	3	3	3	154
10593	250.000	VILA MARIA JOSÉ	R DONA GERCINA BORGES TEIXEIRA	Goiania GO	APARTAMENTO	2	1	1	56
10595	1.270.000	SETOR MARISTA	ALAMEDA AMERICANO DO BRASIL	Goiania GO	APARTAMENTO	3	3	3	218
10596	198.092	SETOR GOIANIA 2	AVENIDA PEDRO PAULO DE SOUZA	Goiania GO	APARTAMENTO	2	1	2	62
10598	995.000	STA GENOVEVA	RUA CONCORDIA,DA	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	203
10601	417.000	SETOR BUENO	RUA T 30	Goiania GO	APARTAMENTO	3	3	2	75
10603	1.690.000	SETOR MARISTA	VIELA 1141	Goiania GO	APARTAMENTO	4	4	4	261
10605	246.584	CID JARDIM	RUA ITUMBIARA	Goiania GO	APARTAMENTO	2	1	1	66
10610	182.000	PQ AMAZONIA	AVENIDA PADRE ORLANDO MORAIS	Goiania GO	APARTAMENTO	2	1	1	52
10611	237.350	SETOR NEGRAO DE LIMA	AVENIDA ARMANDO DE GODOY	Goiania GO	APARTAMENTO	2	1	1	62
10613	600.000	SETOR BUENO	RUA T 51	Goiania GO	APARTAMENTO	3	2	2	111
10620	650.000	JD GOIAS	RUA 55	Goiania GO	APARTAMENTO	3	3	2	140
10621	288.330	SETOR BUENO	RUA T 51	Goiania GO	APARTAMENTO	2	1	1	65
10622	1.510.000	SETOR MARISTA	VIELA 1141	Goiania GO	APARTAMENTO	4	4	3	233
10624	286.000	PQ AMAZONIA	RUA SALVADOR	Goiania GO	APARTAMENTO	3	1	2	81
10625	650.000	JD GOIAS	RUA 56	Goiania GO	APARTAMENTO	3	3	2	128
10626	330.000	SERRINHA	AVENIDA T 14	Goiania GO	APARTAMENTO	3	1	1	77
10627	360.000	JD PAMPULHA	R BEIRUTE	Goiania GO	CASA	4	1	4	320
10629	390.000	RESID ELDORADO	AVENIDA NAPOLI	Goiania GO	APARTAMENTO	3	3	2	99
10630	800.000	JD CALIFORNIA	RUA ARARAPES	Goiania GO	CASA	3	1	1	166
10633	418.000	JD GOIAS	RUA 55	Goiania GO	APARTAMENTO	2	1	2	88
10634	408.000	PQ AMAZONIA	RUA BELO HORIZONTE	Goiania GO	APARTAMENTO	3	3	2	92
10637	500.000	SETOR BUENO	RUA T-30 E RUA T-33 QUADRA 84 LOTES 68 – 1417	Goiania GO	APARTAMENTO	3	3	2	94
10638	220.000	PQ DAS FLORES	RUA FL 28	Goiania GO	CASA	3	1	1	96
10639	220.000	SITIOS STA LUZIA	RUA X 40	Goiania GO	CASA	3	1	3	90
10642	270.000	SETOR BUENO	R T 36	Goiania GO	APARTAMENTO	2	1	1	72
10643	855.000	SETOR JAO	RUA J 69	Goiania GO	CASA	4	4	4	250
10644	1.000.000	SETOR SOL NASCENTE	RUA C 51	Goiania GO	CASA	4	4	4	375
10646	220.000	MOINHO DOS VENTOS	R MDV 11	Goiania GO	CASA	3	1	2	109
10647	457.740	JARDIM ATLÂNTICO	AVENIDA COPACABANA	Goiania GO	APARTAMENTO	3	1	2	95
10648	365.000	ALTO DA GLORIA	RUA 1065	Goiania GO	APARTAMENTO	3	1	2	78
10652	248.000	SETOR BELA VISTA	RUA S 5	Goiania GO	APARTAMENTO	3	1	1	79
10653	247.000	JARDIM ATLÂNTICO	RUA CAVALO DO MARINHO	Goiania GO	CASA	3	1	3	150
10654	230.000	VILA ALPES	RUA A 2	Goiania GO	APARTAMENTO	3	1	1	77
10655	340.000	RESID MARIA LOURENCA	RUA FILATELISTA,DO	Goiania GO	CASA	4	3	7	340
10657	180.000	JARDIM PRESIDENTE	RUA PRES CAFE FILHO	Goiania GO	CASA	2	1	2	63
10661	1.330.000	SETOR MARISTA	VIELA 1141	Goiania GO	APARTAMENTO	4	4	3	221
10662	1.550.000	SETOR OESTE	RUA 13	Goiania GO	APARTAMENTO	4	4	3	223
10665	720.000	SETOR BUENO	RUA T 29	Goiania GO	APARTAMENTO	4	2	2	142
10666	550.000	JD ANA LUCIA	RUA DIAMANTINA	Goiania GO	CASA	4	2	3	312
10675	540.000	JARDIM AMÉRICA	AVENIDA C 182	Goiania GO	APARTAMENTO	3	1	3	174
10676	745.000	SETOR OESTE	RUA 7	Goiania GO	APARTAMENTO	4	2	1	200
10679	482.429	JARDIM ATLÂNTICO	AVENIDA COPACABANA	Goiania GO	APARTAMENTO	3	1	2	95
10681	330.000	ALTO DA GLORIA	AV SAO JOAO	Goiania GO	APARTAMENTO	3	3	2	78
10682	170.000	JD SÃO JOSÉ	R IRMA ANTONIETA ESMERALDA CABRAL	Goiania GO	CASA	3	1	1	100
10684	295.000	RESID ELDORADO	AVENIDA MILAO	Goiania GO	APARTAMENTO	2	2	2	71
10685	825.000	SETOR MARISTA	RUA 145	Goiania GO	APARTAMENTO	3	3	2	150
10687	688.000	SETOR MARISTA	RUA 135	Goiania GO	APARTAMENTO	3	3	2	121
10688	475.000	SETOR NOVA SUICA	RUA C 263	Goiania GO	APARTAMENTO	3	2	2	109
10689	175.000	SETOR CANDIDA DE MORAIS	AVENIDA PERIMETRAL NORTE	Goiania GO	APARTAMENTO	2	1	1	60
10691	1.800.000	SETOR MARISTA	RUA 1030	Goiania GO	CASA	4	4	6	380
10692	280.000	MOINHO DOS VENTOS	R MDV 22	Goiania GO	CASA	3	1	2	92
10696	320.000	SETOR BUENO	RUA T 27	Goiania GO	APARTAMENTO	3	1	1	90
10697	700.000	JD GOIAS	RUA 52	Goiania GO	APARTAMENTO	4	4	3	205
10698	1.490.000	SETOR BUENO	RUA T 50	Goiania GO	APARTAMENTO	4	4	4	275
10699	850.000	SETOR NOVA SUICA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	4	2	2	234
10700	280.000	SETOR UNIVERSITÁRIO	RUA 259	Goiania GO	APARTAMENTO	2	1	1	58
10703	1.050.000	JD GOIAS	RUA 52	Goiania GO	APARTAMENTO	4	4	3	184
10704	2.700.000	JDS MILAO	R GERANIOS,DOS	Goiania GO	CASA DE CONDOMÍNIO	5	4	6	410
10705	270.000	JD POMPEIA	AVENIDA PRES KENNEDY	Goiania GO	CASA DE CONDOMÍNIO	3	1	2	75
10708	1.200.000	SETOR BUENO	RUA T- 66	Goiania GO	APARTAMENTO	3	3	3	189
10709	320.000	SETOR PEDRO LUDOVICO	RUA 1029	Goiania GO	APARTAMENTO	2	2	1	100
