?	price	sector	street	type	room	suite	park	m2
4260	1.950.000	61	147	2	4	4	6	362
4262	3.600.000	102	871	2	6	6	5	750
4263	600.000	1	418	0	3	3	2	115
4264	1.450.000	73	423	2	3	3	4	268
4265	220.000	66	872	1	3	1	1	96
4266	820.000	5	299	0	3	3	2	149
4267	410.000	23	127	0	2	2	2	72
4268	178.000	13	873	0	2	1	1	54
4272	720.000	13	99	2	3	3	2	167
4273	185.100	24	428	0	2	1	1	56
4274	1.060.000	23	36	0	3	3	2	176
4275	400.000	5	537	0	2	1	2	67
4287	350.000	1	129	0	2	1	2	70
4288	610.000	1	418	0	3	3	2	117
4289	1.850.000	0	313	0	4	4	4	449
4292	1.980.000	10	874	1	4	4	8	515
4293	280.000	13	519	0	3	1	2	75
4297	1.050.000	5	36	0	4	4	3	174
4298	349.900	170	875	1	3	3	4	157
4303	420.000	34	656	0	4	2	2	115
4306	1.950.000	22	876	1	4	4	4	380
4307	280.000	220	877	0	3	1	1	69
4308	250.000	2	20	0	3	1	1	74
4309	2.600.000	23	173	0	4	4	5	360
4314	1.150.000	1	36	0	3	3	3	164
4316	900.000	1	36	0	3	3	2	165
4318	330.000	111	201	1	3	1	2	155
4319	1.864.094	1	104	0	4	4	2	260
4324	1.250.000	44	36	2	4	4	2	228
4325	425.000	23	83	0	3	1	2	78
4326	300.000	221	878	1	3	1	4	140
4330	275.000	25	68	0	2	1	1	62
4334	170.000	199	879	1	2	1	2	75
4337	210.000	53	417	0	3	1	1	75
4338	239.500	15	880	1	3	1	3	120
4341	460.000	23	36	0	3	3	2	134
4346	258.500	91	36	0	2	1	1	57
4349	315.000	1	34	0	2	1	2	64
4350	420.000	222	881	1	3	1	4	110
4351	980.000	73	399	1	3	3	4	215
4352	350.000	25	882	0	3	1	1	76
4354	136.500	62	883	1	2	1	3	72
4355	250.000	0	1	0	2	1	1	67
4356	2.200.000	0	130	0	5	5	4	316
4357	335.000	1	884	0	2	1	2	64
4358	480.000	34	387	0	3	3	2	108
4359	1.400.000	86	885	0	4	4	3	207
4360	530.000	1	36	0	3	3	2	150
4361	3.400.000	0	22	0	5	5	5	500
4362	340.000	1	145	0	3	3	1	83
4363	330.000	4	43	0	3	1	1	79
4364	315.000	1	886	0	2	1	1	61
4366	290.000	13	228	0	3	1	1	77
4370	365.000	24	887	0	3	3	2	98
4372	520.000	6	523	0	4	3	2	110
4376	385.000	20	431	0	3	1	2	180
4378	499.000	1	886	0	4	3	2	103
4379	330.000	25	369	0	2	2	1	64
4382	400.000	1	888	0	3	1	2	86
4384	2.000.000	119	36	2	4	4	4	490
4390	730.000	6	889	1	3	2	6	292
4392	1.963.000	23	37	0	4	4	4	263
4393	210.000	24	890	0	3	1	2	83
4395	160.000	60	559	1	2	1	1	72
4397	550.000	4	6	0	4	2	2	144
4399	474.812	9	891	0	3	3	2	102
4405	237.496	14	179	0	2	1	2	63
4406	314.500	92	265	1	3	1	3	123
4409	360.000	0	130	0	2	2	2	93
4411	330.000	0	517	0	3	1	1	78
4412	1.400.000	37	892	2	3	3	4	270
4413	220.000	187	893	1	3	1	2	180
4416	234.230	40	139	0	2	1	1	62
4417	1.400.000	37	857	2	5	5	2	245
4418	498.000	1	886	0	3	3	2	95
4419	230.000	20	36	0	3	1	1	77
4422	280.000	25	535	0	3	1	1	72
4423	210.000	221	134	0	3	1	1	71
4424	690.000	1	50	0	3	3	2	126
4428	310.000	6	308	0	3	1	2	92
4432	990.000	0	118	0	4	4	2	169
4436	320.000	25	43	0	2	1	2	78
4437	821.000	1	87	0	3	3	3	153
4438	320.000	6	308	0	3	1	1	92
4439	280.000	40	894	0	3	1	2	68
4440	504.000	2	33	0	3	3	2	123
4442	1.280.000	20	699	0	4	4	3	288
4444	255.000	33	178	0	3	1	2	75
4445	1.890.054	5	61	0	5	4	3	214
4446	294.000	151	783	0	2	1	1	53
4449	260.000	0	1	0	3	1	1	73
4450	850.000	1	145	0	3	3	2	170
4454	340.000	0	507	0	3	1	2	74
4456	211.115	2	895	0	2	1	1	55
4457	1.385.000	5	214	0	4	4	3	230
4458	345.000	1	165	0	3	1	2	115
4462	1.040.000	0	276	0	4	4	2	171
4463	1.000.000	129	896	1	4	4	4	375
4464	940.000	5	260	0	3	3	2	126
4465	323.000	6	137	0	3	3	2	90
4466	335.000	113	897	1	4	1	4	160
4467	334.302	9	591	0	2	1	1	63
4468	1.050.000	5	36	0	4	4	3	174
4470	690.000	174	201	1	5	3	4	400
4474	220.000	13	36	0	2	1	1	64
4475	1.100.000	73	182	2	4	4	2	220
4477	821.000	1	87	0	3	3	3	153
4479	250.000	4	71	0	3	1	2	74
4480	209.900	7	93	0	2	1	1	57
4481	320.000	0	267	0	2	1	1	65
4486	1.390.000	73	182	2	4	4	4	288
4488	750.000	1	92	0	4	2	2	142
4489	1.100.000	0	898	0	3	3	3	187
4492	1.575.000	73	233	1	4	4	4	352
4498	640.000	0	118	0	3	3	2	113
4499	495.000	0	276	0	3	2	2	100
4501	1.629.000	0	585	0	4	4	4	269
4502	190.000	97	899	2	3	1	3	92
4503	175.229	14	59	0	2	1	1	56
4504	520.000	1	98	0	3	3	2	107
4505	300.000	47	36	0	2	1	1	74
4506	517.000	6	900	8	2	1	2	104
4507	200.000	223	470	2	2	1	4	100
4508	320.000	20	31	0	3	1	3	138
4510	1.250.000	0	190	0	2	2	2	158
4511	2.950.000	75	467	2	4	4	6	495
4513	2.500.000	37	857	2	4	4	4	450
4514	2.500.000	1	41	0	5	5	4	317
4519	370.000	20	901	0	3	1	2	142
4520	280.000	24	902	0	3	1	2	89
4521	1.200.000	10	903	2	3	3	3	300
4522	750.000	13	557	2	3	3	3	150
4523	390.000	1	50	0	3	1	2	72
4524	570.000	1	70	0	3	3	2	116
4527	580.000	0	1	0	3	2	2	129
4531	390.000	1	296	0	4	1	2	105
4533	385.000	0	153	0	2	2	1	85
4535	360.000	13	350	0	3	2	2	91
4536	855.000	43	904	1	4	4	3	250
4542	214.595	87	905	0	3	1	1	66
4545	460.000	1	36	0	3	3	3	105
4546	840.000	1	34	0	4	2	2	210
4547	294.238	77	528	0	3	1	1	74
4549	417.000	2	33	0	2	1	2	69
4550	420.000	114	84	2	3	1	4	223
4554	550.000	5	624	0	3	1	2	207
4555	4.200.000	102	761	2	4	4	4	630
4556	173.500	41	906	0	2	1	1	60
4558	229.000	120	907	0	2	1	2	62
4562	450.000	106	908	1	3	1	4	317
4563	200.000	34	909	0	3	1	1	80
4564	450.000	1	174	0	3	3	2	120
4565	450.000	2	95	2	3	1	2	150
4566	482.429	2	33	0	3	1	2	95
4567	195.000	66	910	1	2	1	2	69
4568	496.000	1	378	0	3	3	2	95
4569	480.000	2	33	0	3	1	2	92
4570	1.600.000	73	911	2	4	4	4	348
4571	7.500.000	23	500	0	3	3	5	330
4572	450.000	35	912	1	3	1	2	133
4573	550.000	6	913	1	3	1	5	244
4575	350.000	104	846	0	3	3	2	77
4576	535.000	1	914	0	3	1	2	180
4577	690.000	17	26	2	4	3	4	200
4579	465.000	1	72	0	3	3	2	113
4580	1.650.000	73	399	2	4	4	2	349
4581	3.010.550	5	292	0	4	4	4	411
4583	345.000	92	265	0	4	3	2	106
4586	420.000	1	145	0	3	3	2	103
4587	270.000	6	915	0	3	1	2	82
4589	672.000	1	92	0	3	3	2	113
4590	1.020.000	43	904	1	5	5	5	440
4591	350.000	6	125	0	3	3	2	89
4594	1.570.000	44	491	2	3	3	6	324
4595	719.000	13	99	2	3	3	2	195
4596	690.000	5	36	0	4	1	3	250
4597	489.000	0	1	0	3	3	2	118
4598	750.000	1	916	0	4	2	2	202
4599	420.000	1	72	0	3	1	2	113
4600	360.000	2	477	0	3	1	2	97
4605	840.000	23	364	0	4	2	3	359
4606	1.150.000	44	36	2	4	4	4	243
4607	360.000	145	465	0	3	1	2	87
4608	590.000	0	276	0	3	3	2	105
4609	550.000	10	917	1	3	1	4	220
4610	500.000	0	545	0	3	1	2	100
4611	420.000	1	34	0	2	1	2	80
4613	1.050.000	1	104	0	3	3	3	172
4614	325.000	23	299	0	2	1	1	62
4615	549.000	1	165	0	3	3	2	128
4616	660.000	129	918	1	3	3	2	246
4617	670.000	1	319	0	4	3	2	150
4619	1.100.000	21	919	2	3	3	4	239
4628	680.000	1	36	0	4	2	2	205
4629	550.000	6	920	2	4	1	2	144
4630	360.000	20	901	0	3	1	2	126
4631	780.000	10	790	1	4	1	3	333
4634	590.000	1	762	0	5	2	2	360
4635	250.000	1	145	0	2	1	2	72
4637	612.000	2	33	0	3	3	2	117
4639	290.000	47	6	0	3	1	2	85
4640	340.000	27	207	1	3	2	4	160
4642	160.000	180	76	1	2	1	2	80
4643	1.200.000	1	72	4	3	1	2	303
4644	1.490.000	44	243	2	5	4	4	350
4648	441.000	14	160	0	3	3	2	105
4650	300.000	14	21	0	3	3	2	93
4652	320.000	2	849	1	4	2	3	173
4655	511.567	0	22	0	3	3	2	108
4657	315.000	1	418	0	2	1	2	68
4659	220.000	47	2	0	3	1	1	92
4660	655.900	6	554	0	3	3	2	120
4661	2.650.000	119	828	2	4	4	6	417
4662	550.000	39	921	1	4	1	4	300
4663	390.000	20	484	0	3	2	1	131
4664	250.000	2	503	0	3	1	2	75
4666	189.613	33	428	0	2	1	1	58
4670	580.000	34	434	0	4	3	2	160
4671	490.000	81	221	1	3	2	3	210
4672	843.000	1	48	0	4	3	3	169
4673	550.000	71	922	1	4	3	3	220
4674	571.000	0	32	0	3	3	2	108
4678	340.000	2	377	1	3	1	2	160
4679	220.000	47	176	0	3	1	1	78
4680	750.000	23	36	0	5	5	4	252
4682	320.000	2	91	1	3	2	2	123
4683	1.359.000	9	923	1	4	1	4	302
4684	395.000	1	418	0	2	2	2	86
4685	318.264	23	385	0	2	1	1	70
4687	200.000	24	924	0	3	1	1	82
4693	275.000	7	282	0	3	1	1	72
4696	360.000	2	377	1	3	2	2	160
4697	899.000	29	163	2	4	4	4	203
4698	320.000	6	520	0	3	3	2	90
4701	1.500.000	37	925	2	5	5	4	500
4702	420.000	1	296	0	2	2	2	87
4703	800.000	1	36	0	3	3	3	144
4706	350.000	1	926	0	3	1	2	77
4707	350.000	23	83	0	3	2	1	101
4708	630.000	0	210	0	3	3	2	120
4712	800.000	1	36	0	3	3	2	153
4714	350.000	92	927	9	3	1	5	180
4716	370.000	20	901	0	3	1	2	120
4717	350.000	145	465	0	3	1	1	87
4720	750.000	1	87	0	4	3	3	191
4721	1.500.000	137	928	2	2	1	1	58
4723	415.000	27	929	1	3	1	2	130
4724	1.524.000	0	930	0	4	4	3	242
4726	870.453	25	413	0	3	3	2	154
4727	280.000	23	55	0	2	1	1	80
4734	395.000	20	901	0	3	1	2	119
4736	1.900.000	5	534	0	4	4	2	265
4740	1.400.000	10	931	1	4	4	3	355
4742	320.000	4	262	0	2	2	1	100
4744	450.000	151	127	1	3	3	4	150
4746	425.000	2	33	0	3	1	2	96
4747	1.831.000	1	169	0	4	4	3	260
4748	1.200.000	0	932	0	4	4	3	187
4751	480.000	4	6	0	4	3	2	144
4756	240.000	38	254	0	3	1	1	76
4757	550.000	1	87	0	3	3	2	105
4758	430.000	6	933	1	3	3	4	170
4759	480.000	23	345	0	4	2	2	142
4760	170.168	13	212	0	2	1	1	57
4762	750.000	1	50	0	4	2	3	167
4763	580.000	43	441	1	4	2	3	193
4764	750.000	43	934	1	3	1	6	220
4767	3.500.000	119	935	2	4	4	3	550
4768	1.000.000	23	324	0	4	2	4	360
4769	1.290.000	1	48	0	4	4	4	213
4772	347.000	0	32	0	2	2	2	88
4774	250.000	59	144	0	2	1	1	68
4778	435.000	0	120	0	3	1	2	84
4780	1.700.000	58	936	1	5	5	4	418
4781	620.000	5	61	0	3	3	2	121
4782	260.000	27	937	1	3	1	3	90
4783	474.000	9	213	0	3	3	2	102
4784	4.000.000	61	147	2	5	5	4	600
4785	480.000	1	70	0	3	3	2	113
4786	980.000	20	938	1	3	1	4	459
4788	3.500.000	119	939	2	5	5	3	534
4790	370.000	30	160	0	4	4	2	112
4791	255.000	2	895	0	3	1	1	67
4793	720.000	1	92	0	4	2	2	142
4794	285.000	25	86	0	3	1	1	80
4795	421.000	0	32	0	3	3	2	108
4797	293.000	1	129	0	2	1	1	67
4798	1.125.000	5	534	0	4	4	3	177
4801	960.000	5	310	0	3	3	2	157
4803	230.000	149	940	1	3	1	4	107
4804	184.900	224	630	2	3	1	2	67
4805	900.000	0	0	0	4	4	3	147
4806	892.453	5	512	0	3	3	2	138
4807	925.000	0	313	0	4	4	3	186
4808	215.000	14	179	0	2	1	2	63
4810	220.000	92	265	0	3	1	1	74
4811	1.150.000	136	824	2	3	3	4	254
4812	850.000	1	529	0	3	3	3	154
4813	1.590.000	5	669	0	4	4	3	240
4814	449.000	225	941	1	3	3	4	165
4815	600.000	34	942	1	3	3	4	199
4816	350.000	2	943	1	3	1	3	140
4821	620.000	23	537	0	3	3	2	192
4822	460.000	40	341	2	3	1	2	135
4823	665.000	5	944	0	3	3	2	111
4824	350.000	1	46	0	2	2	1	70
4825	250.000	14	21	0	3	3	2	81
4826	595.725	0	22	0	3	3	2	118
4828	430.000	25	413	0	3	1	1	94
4829	8.000.000	102	601	2	7	7	8	1210
4830	640.000	1	152	0	3	3	2	114
4833	480.959	0	22	0	3	3	2	118
4835	1.490.000	93	945	2	4	4	6	404
4839	490.000	0	1	0	4	2	2	118
4844	300.000	26	946	1	3	1	3	200
4847	880.000	0	173	0	3	3	3	160
4848	550.000	0	140	0	3	3	2	130
4850	188.000	41	947	0	2	1	2	58
4851	680.000	0	22	0	3	3	2	128
4855	1.850.000	21	948	2	5	4	6	430
4857	630.000	0	0	0	3	3	3	97
4858	650.000	1	206	0	3	3	2	141
4859	320.000	226	949	1	3	1	3	252
4860	320.000	13	36	0	3	3	2	85
4866	1.600.000	44	491	2	5	4	4	351
4867	215.700	41	84	0	3	1	1	74
4869	659.000	53	507	0	4	3	2	148
4871	270.000	127	950	6	3	3	3	200
4872	320.000	1	36	0	3	1	1	89
4873	292.000	36	73	2	3	1	2	90
4876	540.000	0	22	0	3	3	2	118
4879	1.900.000	22	300	2	4	4	4	380
4880	325.000	23	115	0	2	1	1	76
4882	490.000	6	449	1	3	1	2	131
4885	320.000	1	951	0	2	1	1	64
4886	1.290.000	1	48	0	4	4	4	209
4887	200.000	92	265	0	3	1	2	74
4888	210.000	13	718	0	2	1	1	70
4890	969.000	5	534	0	4	4	3	175
4891	600.000	80	437	0	3	3	2	117
4893	1.180.000	44	290	2	4	4	2	237
4894	795.000	1	129	0	4	2	2	146
4898	1.270.000	73	36	2	4	4	4	302
4899	370.000	1	952	0	3	3	2	93
4902	135.000	62	805	1	2	1	1	70
4905	519.900	0	210	0	3	3	2	97
4906	170.000	227	953	1	3	1	4	150
4907	200.000	40	139	0	2	1	1	58
4910	295.000	0	36	0	2	1	1	65
4911	479.000	0	507	0	3	3	2	102
4914	205.000	14	179	0	2	1	1	63
4915	550.000	228	954	1	3	1	2	288
4918	1.350.000	73	36	2	4	4	6	300
4920	330.000	20	36	0	3	1	2	110
4922	895.000	0	22	0	3	3	3	173
4923	650.000	31	955	1	5	2	2	364
4924	1.190.000	1	206	0	4	4	3	189
4928	380.000	25	369	0	3	2	2	95
4929	368.500	1	367	0	2	2	2	67
4931	490.000	0	1	0	4	4	2	119
4933	330.000	47	176	0	3	1	1	106
4934	330.000	0	120	0	3	3	1	74
4935	2.500.000	61	36	2	4	4	4	450
4938	380.000	26	36	1	3	1	3	145
4940	1.100.000	165	956	2	4	3	4	290
4941	700.000	0	507	0	4	3	3	148
4942	160.000	141	957	1	4	1	3	130
4943	480.000	193	273	2	3	3	1	140
4944	370.000	23	345	0	4	1	1	142
4945	205.000	229	958	1	3	1	1	99
4946	960.000	23	36	0	4	3	3	261
4947	365.000	71	178	2	3	1	2	142
4951	310.000	13	959	0	3	1	2	81
4952	1.350.000	4	435	0	4	4	3	204
4953	1.250.000	58	233	2	3	3	4	232
4954	2.900.000	102	960	2	5	5	6	560
4955	150.000	230	12	1	2	1	1	80
4958	350.000	24	131	1	3	1	3	210
4960	310.000	4	6	0	2	2	1	67
4961	270.000	13	36	0	3	1	1	75
4962	250.000	231	961	1	3	1	3	160
4963	320.000	34	434	0	3	1	1	86
4973	247.063	16	25	0	2	1	1	62
4974	450.000	47	72	0	3	3	2	105
4977	1.500.000	1	152	0	4	4	4	275
4978	185.000	178	962	0	2	1	1	64
4979	343.000	13	101	0	3	1	2	94
4981	1.350.000	23	313	0	3	3	3	300
4983	198.000	103	777	0	2	1	1	57
4985	2.950.000	75	963	2	5	5	6	495
4988	290.000	24	964	0	3	1	1	70
4990	7.900.000	22	965	2	3	3	6	610
4994	223.844	40	139	0	2	1	1	62
4995	228.713	14	179	0	2	1	1	63
4996	700.000	43	966	1	3	3	4	230
4997	299.261	16	25	0	3	1	1	74
4998	233.118	40	578	0	2	1	1	67
4999	580.000	6	967	2	3	1	2	200
5002	550.000	43	968	1	5	3	4	370
5004	209.000	82	224	0	2	1	1	67
5005	1.700.000	1	67	0	4	4	3	236
5008	330.000	23	115	0	3	1	1	72
5010	230.000	5	771	0	3	3	2	111
5011	270.000	15	969	1	4	1	2	162
5015	350.000	0	382	0	3	1	1	76
5017	220.000	24	708	0	2	1	1	66
5019	450.000	0	970	0	3	3	2	108
5020	235.000	14	179	0	2	1	1	63
5021	500.000	55	971	1	4	1	4	225
5023	1.270.000	5	459	0	3	3	3	218
5025	300.000	96	172	1	3	1	3	200
5028	480.000	23	345	0	3	2	2	100
5029	550.000	6	697	0	3	3	2	121
5032	320.000	13	36	0	2	1	2	76
5033	425.000	1	50	0	3	1	2	75
5039	820.000	55	36	2	4	4	2	206
5040	260.000	13	718	0	2	1	1	68
5043	520.000	14	21	0	3	3	2	127
5047	150.000	232	228	1	2	1	1	70
5048	1.800.000	233	972	2	4	4	4	350
5049	1.800.000	73	423	2	5	4	4	339
5050	135.000	234	973	1	2	1	1	65
5054	590.000	1	165	0	4	2	2	128
5059	1.180.000	44	290	2	4	4	4	236
5061	2.599.000	23	974	0	4	4	5	360
5063	280.000	1	296	0	2	1	1	77
5064	380.000	26	975	1	3	1	6	205
5065	480.000	79	976	1	4	2	4	260
5069	850.000	1	319	0	4	3	3	167
5070	190.000	103	406	0	2	1	1	54
5073	200.000	5	624	0	3	1	1	76
5076	1.300.000	235	977	1	6	4	3	421
5082	530.000	1	36	0	3	1	2	160
5083	1.600.000	44	290	1	4	4	4	351
5085	698.000	13	978	2	3	3	3	250
5086	1.140.000	136	979	2	4	4	4	280
5089	900.000	93	980	2	4	2	4	324
5091	520.000	29	786	2	3	1	2	142
5092	740.000	236	981	1	4	4	4	290
5093	270.000	13	810	0	2	1	2	67
5094	460.000	1	36	0	3	3	3	105
5095	650.000	6	982	2	3	1	4	178
5096	571.000	0	32	0	3	3	2	108
5098	340.000	104	846	0	3	1	1	77
5101	420.000	237	983	1	3	3	4	157
5104	835.000	5	36	0	3	3	3	149
5105	955.000	1	72	0	4	4	3	165
5106	411.000	13	984	0	3	3	2	92
5108	147.850	87	985	0	2	1	1	46
5112	175.000	41	84	0	2	1	1	60
5115	450.000	26	36	1	3	1	4	140
5117	1.480.000	58	36	2	4	4	4	330
5118	313.000	0	51	0	2	1	2	74
5119	695.000	0	267	0	3	3	2	125
5120	285.000	1	986	0	2	1	1	69
5124	3.045.438	34	987	0	4	4	4	482
5126	1.889.000	23	974	0	4	4	4	264
5129	780.000	1	688	0	3	3	3	175
5130	199.633	40	139	0	2	1	1	58
5131	250.000	66	988	1	3	1	3	72
5133	1.750.000	23	37	0	4	4	3	239
5134	404.000	0	51	0	2	1	1	71
5135	483.693	2	33	0	3	2	2	123
5138	420.000	6	933	1	3	1	4	190
5139	250.000	13	217	0	2	1	1	64
5140	247.000	13	754	0	2	1	1	65
5143	150.000	216	989	1	2	2	1	67
5147	1.940.000	1	67	0	4	4	3	259
5148	450.000	1	50	0	4	2	2	110
5150	537.947	0	22	0	3	3	2	118
5151	285.000	1	367	0	3	1	2	75
5152	895.000	1	418	0	4	4	3	164
5153	400.000	23	274	0	3	2	1	126
5155	1.060.000	23	36	0	3	3	2	176
5158	580.000	23	76	0	4	3	2	114
5159	365.000	8	36	0	4	1	1	198
5161	950.000	1	34	0	4	4	2	320
5166	650.000	1	36	0	3	3	2	168
5167	320.000	23	115	0	3	1	1	76
5168	496.798	80	216	0	3	3	2	105
5169	816.000	1	87	0	3	3	3	153
5170	935.000	238	990	1	4	4	4	315
5174	230.000	4	45	0	3	1	2	89
5178	420.000	1	720	0	4	1	2	115
5182	370.000	1	50	0	3	1	2	72
5184	275.000	55	991	1	3	1	2	95
5189	650.000	23	55	0	4	1	2	147
5195	1.150.000	44	36	2	4	4	4	243
5196	1.081.213	0	313	0	4	4	2	163
5197	990.000	37	992	2	3	3	4	233
5198	1.600.000	70	993	2	4	4	6	420
5199	1.538.028	0	22	0	4	4	4	269
5200	1.050.000	1	994	0	3	3	3	156
5202	1.150.000	5	36	0	4	4	3	178
5204	235.000	4	71	0	3	1	1	72
5205	280.000	13	217	0	3	1	2	73
5206	900.000	1	36	0	3	3	2	165
5211	700.000	23	62	0	3	3	4	160
5212	730.000	10	995	1	4	4	4	319
5214	1.150.000	238	996	2	4	4	4	300
5217	450.000	43	997	1	3	3	4	150
5219	490.000	0	36	0	4	4	2	120
5221	471.000	1	46	0	3	3	2	95
5222	1.050.000	73	182	2	4	4	4	214
5224	285.000	13	29	0	3	1	2	77
5228	1.632.350	1	622	0	4	4	4	214
5232	257.600	6	137	0	2	1	1	73
5233	1.280.000	73	509	2	4	3	4	264
5236	480.000	1	174	0	3	3	3	112
5241	185.000	239	998	1	3	1	2	83
5244	410.000	23	36	0	4	2	2	141
5251	340.000	0	1	0	3	1	1	74
5256	590.000	74	36	0	3	3	2	111
5257	450.000	240	999	1	3	1	4	200
5259	306.000	23	294	0	2	1	1	64
5260	450.000	103	616	2	5	3	4	266
5261	415.000	1	129	0	2	2	2	89
5263	845.000	1	129	0	4	3	2	140
5264	360.000	106	813	2	3	3	2	119
5265	880.000	1	165	0	4	2	3	156
5266	255.000	25	68	0	2	1	1	74
5267	900.000	1	67	0	3	3	2	160
5269	782.250	1	87	0	3	3	1	153
5270	430.000	14	21	0	4	4	2	110
5277	228.000	14	179	0	2	1	1	63
5278	490.000	88	213	0	3	3	2	102
5281	300.000	23	294	0	2	1	1	64
5282	280.000	27	627	1	3	1	2	92
5283	230.000	103	526	0	2	1	2	53
5284	210.000	103	750	0	2	1	1	60
5289	259.000	11	1000	0	3	1	1	84
5290	135.000	189	1001	1	2	1	1	80
5291	600.352	2	33	0	3	3	2	106
5292	425.000	23	273	0	3	1	1	80
5297	539.000	0	22	0	3	3	2	118
5298	617.480	2	33	0	3	3	2	117
5299	225.000	2	895	0	2	1	2	55
5300	380.000	1	48	0	3	1	2	94
5301	285.000	229	1002	1	3	1	4	130
5302	550.000	19	173	0	4	2	2	150
5303	180.000	241	1003	1	2	2	3	100
5305	285.000	1	34	0	3	1	1	85
5307	429.000	23	1004	0	3	2	2	117
5309	630.000	13	99	2	3	3	2	153
5310	2.950.000	61	36	2	4	4	4	496
5311	330.000	91	68	0	3	3	1	77
5312	1.200.000	58	143	2	3	3	4	268
5313	1.290.000	5	1005	0	4	4	4	211
5319	350.000	12	16	1	3	1	2	75
5322	738.500	1	50	0	3	3	2	132
5324	780.000	21	394	2	3	3	4	219
5326	4.199.000	102	460	2	5	4	6	750
5328	330.252	48	113	0	3	3	2	77
5329	1.112.289	23	120	0	3	3	3	168
5332	400.000	1	48	0	3	1	2	94
5333	790.000	1	1006	0	4	4	3	184
5334	1.150.000	44	791	2	4	4	6	237
5336	225.000	76	1007	0	3	1	2	86
5338	240.000	13	101	0	2	1	1	61
5339	294.000	14	160	0	2	2	2	81
5340	370.000	13	350	0	3	3	2	94
5341	315.000	23	37	0	2	1	1	67
5342	1.100.000	1	36	0	4	4	2	169
5343	191.251	13	29	0	2	1	1	63
5346	2.200.000	5	459	0	4	4	4	338
5347	990.000	1	577	0	3	3	3	250
5348	220.000	41	84	0	3	1	1	75
5349	740.000	23	114	0	3	3	2	142
5350	821.000	1	87	0	3	3	3	153
5351	590.000	1	36	0	4	4	2	128
5352	179.000	41	84	0	2	1	1	59
5353	510.000	1	87	0	3	1	2	105
5355	990.000	1	67	0	3	3	3	179
5356	1.300.000	114	36	2	4	4	4	577
5360	767.000	5	310	0	3	3	2	139
5361	1.400.000	242	1008	2	4	4	5	350
5362	170.000	51	1004	1	2	1	2	75
5363	330.000	203	1009	1	3	1	3	280
5367	550.000	16	1010	1	3	1	4	280
5369	590.000	2	1011	1	3	1	2	250
5373	410.000	71	36	2	3	1	2	142
5374	220.000	18	1012	1	3	1	2	152
5375	1.500.000	233	1013	2	4	3	4	280
5376	800.000	0	153	0	3	3	2	132
5378	850.000	1	92	0	3	3	2	142
5380	500.000	0	1	0	3	2	2	118
5383	245.000	47	105	0	3	1	1	93
5384	1.752.500	0	1014	0	4	4	4	269
5386	740.000	1	92	0	4	2	2	144
5390	1.100.000	0	173	0	3	3	3	160
5391	300.000	243	1015	1	4	1	4	231
5392	386.772	2	33	0	3	1	2	95
5393	315.000	9	13	0	3	1	1	72
5394	540.000	0	0	0	3	3	2	97
5395	600.000	1	36	0	4	2	2	160
5396	1.190.000	148	36	2	4	4	2	289
5397	380.000	0	32	0	2	1	1	88
5398	395.000	4	141	0	4	3	2	153
5399	1.150.000	1	247	0	4	4	3	207
5404	230.000	41	1016	0	3	1	2	74
5405	260.000	6	180	0	3	1	1	87
5406	385.000	0	1	0	3	1	2	74
5407	219.782	14	179	0	2	1	1	63
5408	410.000	13	63	1	3	1	4	180
5409	790.000	1	254	0	4	2	3	233
5410	420.000	2	477	2	3	1	4	95
5411	450.000	23	296	0	4	2	2	150
5413	320.000	6	180	0	3	1	2	112
5414	950.000	47	259	0	4	4	2	232
5415	1.800.000	22	764	2	5	4	4	445
5416	255.000	1	206	0	2	1	1	70
5417	525.000	1	762	0	4	4	2	127
5418	328.000	6	137	0	3	3	2	90
5419	249.000	94	318	0	3	1	1	70
5421	1.400.000	5	36	0	4	4	3	200
5429	1.000.000	73	250	2	4	4	3	350
5430	330.000	59	144	0	3	1	1	87
5431	429.000	34	387	0	3	1	2	87
5433	236.500	6	137	0	2	1	1	65
5435	250.000	13	79	0	3	1	2	73
5437	520.000	1	529	0	4	2	2	200
5439	350.000	0	1	0	3	1	1	74
5440	190.000	40	139	0	2	1	1	58
5444	1.330.000	43	1017	1	5	5	4	433
5447	1.270.000	5	197	0	3	3	3	218
5448	550.000	1	34	0	3	3	2	218
5449	415.000	1	72	0	3	1	2	79
5450	2.120.000	182	1018	0	4	4	6	478
5454	750.000	23	36	0	5	5	4	252
5456	395.000	13	350	0	3	3	2	95
5457	1.571.000	1	87	0	4	4	4	306
5464	900.000	6	1019	1	3	1	4	372
5469	680.000	1	50	0	3	3	2	125
5472	220.000	16	468	0	3	1	1	79
5474	2.569.251	23	37	0	4	4	4	329
5475	180.000	112	495	0	2	1	1	53
5476	2.800.000	119	1020	2	4	3	4	453
5478	1.900.000	109	1021	2	5	5	2	590
5479	1.850.000	102	291	2	4	4	2	430
5480	177.990	56	1022	2	3	1	1	62
5482	169.000	103	644	0	2	1	1	56
5486	790.000	5	1023	0	3	3	3	147
5491	283.000	12	1024	2	3	1	2	75
5494	248.000	145	1025	0	2	1	1	64
5497	1.150.000	109	1026	2	3	3	4	305
5499	229.500	27	1027	1	3	1	2	108
5501	600.000	23	55	0	3	1	2	146
5502	1.350.000	73	182	2	4	4	4	300
5505	320.000	25	1028	0	2	1	1	69
5512	470.000	9	90	0	3	1	3	192
5519	345.000	4	6	0	3	1	1	80
