?	price	sector	street	type	room	suite	park	m2
9878	430.000	25	413	0	3	1	1	94
9879	285.000	13	475	0	3	3	2	77
9880	610.000	26	725	1	3	1	4	250
9881	330.000	4	337	0	3	1	2	83
9882	2.000.000	22	594	2	4	4	4	330
9883	560.000	34	4	0	4	4	2	120
9885	1.000.000	2	1356	1	9	3	6	420
9887	420.000	1	98	0	3	1	2	115
9890	299.000	55	228	1	3	1	1	120
9892	2.000.000	1	186	0	4	2	4	700
9897	250.000	1	145	0	2	1	2	72
9898	880.000	0	32	0	3	3	3	173
9899	515.278	6	554	0	3	3	2	99
9901	690.000	23	55	0	4	2	2	223
9903	273.156	253	1203	0	3	3	1	89
9904	900.000	5	184	0	4	4	2	177
9905	1.290.000	1	67	0	4	4	3	179
9906	1.280.000	73	509	2	4	3	4	264
9907	595.725	0	22	0	3	3	2	118
9910	585.000	1	165	0	3	3	2	128
9913	820.000	1	319	0	3	2	3	142
9919	210.000	53	417	0	3	1	1	75
9920	292.627	12	16	2	3	1	2	75
9921	3.900.000	75	660	2	5	5	6	591
9925	155.000	87	361	0	2	1	1	54
9927	230.000	47	176	0	3	1	1	83
9928	250.000	15	1357	1	3	1	1	100
9929	8.000.000	102	601	2	7	7	8	1210
9930	300.000	25	369	0	2	2	1	64
9932	2.300.000	10	807	1	5	4	6	850
9934	260.000	23	109	0	3	1	1	114
9935	295.000	25	535	0	3	1	1	80
9938	169.000	103	644	0	2	1	1	55
9940	448.300	2	33	0	3	1	2	95
9942	330.000	1	206	0	3	1	2	86
9947	850.000	0	36	0	3	3	2	147
9948	410.000	105	301	2	3	1	2	131
9950	2.650.000	1	36	0	4	4	5	362
9952	441.000	0	235	0	3	3	2	118
9953	350.000	1	46	0	3	1	2	116
9955	1.900.000	109	1021	2	5	5	2	590
9956	255.000	6	1227	0	3	1	2	85
9957	550.000	1	206	0	3	1	2	177
9962	255.000	170	1157	1	3	1	3	100
9963	630.000	1	152	0	3	3	2	104
9964	3.045.438	34	987	0	4	4	4	482
9966	300.000	23	294	0	2	1	1	64
9967	1.419.337	80	216	0	4	4	3	266
9969	1.200.000	44	371	2	4	4	4	260
9971	1.190.000	5	36	0	4	4	3	178
9974	425.000	23	273	0	3	1	1	80
9975	475.000	2	583	1	3	3	2	182
9976	300.000	1	206	0	3	1	1	97
9977	349.800	1	98	0	2	2	1	66
9978	500.000	1	92	0	3	1	2	93
9979	3.600.000	61	36	2	4	4	3	486
9981	263.500	91	325	0	2	1	1	57
9986	450.000	1	92	0	2	2	2	88
9987	840.000	10	444	1	3	3	2	265
9990	3.500.000	119	935	2	4	4	3	550
9993	229.000	284	578	0	2	1	1	68
9997	600.000	47	435	0	4	2	2	150
10000	1.800.000	0	36	0	4	4	4	449
10005	191.078	87	1265	0	3	1	1	65
10007	560.000	1	4	0	4	3	2	120
10008	190.000	217	1358	1	3	1	2	90
10010	780.000	1	529	0	4	3	2	144
10011	235.000	13	101	0	2	1	1	61
10012	1.390.000	73	36	2	4	4	4	288
10013	1.500.000	0	22	0	4	4	4	449
10014	315.000	0	118	0	2	1	1	72
10015	285.000	1	34	0	2	1	1	70
10016	850.000	1	41	0	4	2	3	167
10017	405.000	20	901	0	4	1	1	118
10018	265.000	6	36	0	3	1	2	102
10019	995.000	10	1216	1	4	4	4	480
10023	160.000	11	1119	2	2	1	1	64
10027	310.000	1	34	0	2	1	1	70
10028	430.000	23	120	0	3	3	2	135
10030	1.538.028	0	22	0	4	4	4	269
10031	350.000	8	274	0	4	2	1	250
10033	320.000	9	117	0	2	1	2	62
10034	590.000	13	1095	2	3	2	2	111
10036	3.600.000	61	36	2	4	4	3	500
10037	1.400.000	37	892	2	3	3	4	270
10038	310.000	39	36	0	3	1	2	79
10050	275.000	25	68	0	2	1	1	62
10051	215.000	103	334	0	2	1	1	61
10052	2.000.000	1	719	0	4	4	3	450
10053	292.565	268	544	2	3	1	2	72
10055	530.000	24	763	1	3	2	2	230
10060	256.000	2	1069	0	2	1	1	63
10062	530.000	1	698	1	3	1	3	180
10063	1.250.000	58	433	2	4	4	4	365
10064	370.000	0	22	0	3	1	2	88
10066	187.000	47	259	0	2	1	1	63
10069	358.000	0	120	0	3	1	2	73
10073	500.000	6	1359	1	3	1	3	200
10075	1.100.000	86	1360	1	4	4	4	252
10080	300.000	26	946	1	3	1	3	200
10081	200.000	81	1361	1	3	1	3	120
10082	350.000	268	1362	1	3	2	1	420
10084	537.947	0	22	0	3	3	2	118
10085	278.000	2	1149	0	2	1	2	63
10087	365.000	2	36	1	3	1	4	179
10089	170.000	27	425	1	2	1	2	70
10090	230.000	90	256	1	3	1	2	93
10093	1.330.000	43	1017	1	5	5	4	433
10095	450.000	113	1363	1	4	1	4	250
10098	470.000	50	115	1	3	1	4	200
10099	2.200.000	0	22	0	4	4	4	270
10100	510.000	25	68	0	3	3	2	109
10101	1.150.000	1	4	0	4	4	3	190
10102	1.450.000	0	173	0	4	4	3	228
10103	315.000	13	128	0	3	1	2	85
10104	313.000	0	51	0	2	1	2	74
10106	225.000	76	1007	0	3	1	2	86
10113	1.150.000	0	313	0	3	3	3	178
10114	430.000	6	933	1	3	3	4	170
10115	430.000	1	70	0	3	3	2	89
10116	2.900.000	102	960	2	5	5	6	560
10118	200.000	103	679	0	2	1	2	57
10119	1.200.000	37	992	2	3	3	4	320
10120	2.854.676	5	197	0	4	4	4	317
10122	220.000	65	1364	2	3	1	2	93
10123	465.000	1	36	0	3	1	2	104
10125	330.000	195	25	1	3	2	4	231
10128	160.000	60	559	1	2	1	1	72
10129	1.987.245	5	459	0	4	4	4	297
10130	550.000	6	920	2	4	1	2	144
10137	550.000	17	485	1	3	3	4	222
10139	445.000	5	7	0	3	3	3	158
10140	217.939	14	179	0	2	1	1	63
10141	1.390.000	73	250	2	4	4	4	294
10142	530.000	1	36	0	3	1	2	127
10143	260.000	19	747	0	2	1	1	115
10146	390.000	34	247	0	3	1	2	120
10147	365.000	4	43	0	3	1	2	78
10149	480.000	26	1365	1	3	1	4	220
10150	1.070.000	73	1366	2	3	3	2	212
10155	3.750.000	131	36	2	4	4	8	495
10159	380.000	25	369	0	3	2	2	95
10160	420.000	6	933	1	3	1	4	190
10161	230.000	27	228	1	3	1	1	118
10162	215.000	103	334	0	2	1	1	60
10163	410.000	2	33	0	3	1	2	94
10164	185.000	13	406	0	2	1	1	52
10166	1.850.000	148	980	2	4	3	4	509
10167	280.000	35	829	1	3	1	4	140
10170	469.000	34	387	0	3	2	2	110
10174	2.500.000	1	67	0	4	4	4	350
10178	340.000	0	235	0	3	1	1	109
10179	250.000	13	217	0	2	1	1	64
10180	350.000	18	579	6	3	1	4	221
10181	650.000	221	1367	1	4	1	4	270
10182	1.150.000	10	1368	1	4	4	8	350
10183	685.000	43	1369	1	3	2	4	225
10188	987.000	5	260	0	3	3	3	160
10189	690.000	9	10	0	3	3	2	146
10190	370.000	71	1370	1	3	1	4	162
10191	540.000	1	529	0	3	3	2	134
10192	2.200.000	163	1371	2	4	4	4	399
10196	588.700	0	22	0	3	3	2	118
10198	1.550.000	44	450	2	4	4	4	351
10199	490.000	1	87	0	3	3	2	105
10200	3.200.000	63	1372	2	4	4	3	471
10204	493.973	2	503	0	3	3	3	120
10206	1.300.000	73	466	2	4	4	4	302
10209	290.000	13	228	0	3	1	1	77
10211	240.000	47	105	0	2	1	1	93
10212	430.000	23	694	0	4	2	2	138
10213	2.650.000	119	571	2	5	4	4	750
10214	985.490	23	324	0	3	3	2	179
10220	265.000	285	1373	1	3	1	4	94
10221	370.000	13	1374	0	3	2	2	88
10225	580.000	1	98	0	3	1	2	162
10226	682.500	1	92	0	3	3	2	115
10227	190.000	197	1375	0	2	1	1	58
10233	969.000	5	534	0	4	4	3	175
10236	215.000	13	29	0	2	1	1	62
10237	3.300.000	102	761	2	4	4	6	455
10238	2.200.000	5	36	0	4	4	4	370
10241	350.000	2	1127	1	3	1	2	125
10243	1.150.000	44	674	2	4	4	3	240
10244	600.000	1	75	0	3	3	2	123
10246	1.680.000	5	453	0	4	4	4	297
10247	260.000	0	1	0	3	1	1	73
10248	540.000	1	1376	0	3	3	2	128
10249	680.000	23	324	0	4	4	2	187
10250	415.000	2	609	1	3	2	4	160
10251	305.000	47	268	0	2	2	1	67
10252	1.252.000	0	1377	0	4	4	3	214
10253	1.100.000	1	36	0	3	3	3	313
10255	1.280.000	20	699	0	4	4	3	288
10257	630.000	23	418	0	4	2	3	210
10258	9.500.000	102	761	2	4	4	6	850
10259	580.000	16	504	1	3	3	4	238
10260	580.000	43	441	1	4	2	3	193
10266	550.000	5	1378	0	4	1	4	208
10268	675.000	1	92	0	2	2	2	118
10269	446.826	0	32	0	3	1	2	88
10270	1.590.000	1	254	0	4	4	4	310
10271	200.000	13	36	0	2	1	1	54
10272	255.000	47	176	0	2	1	1	63
10274	169.000	241	1208	2	3	1	2	58
10276	195.000	6	1379	0	2	1	1	67
10277	310.000	1	165	0	3	1	2	111
10278	580.000	0	1	0	3	2	2	129
10281	838.000	5	61	0	3	3	2	137
10282	360.000	59	55	0	4	1	1	140
10287	1.200.000	1	72	4	3	1	2	303
10289	4.000.000	1	75	0	4	4	7	550
10292	690.000	23	103	0	3	3	3	200
10293	600.000	5	1063	0	3	3	2	150
10295	175.000	48	124	0	2	1	1	62
10296	297.090	48	113	0	3	3	2	77
10297	380.000	47	241	0	3	1	1	110
10299	520.000	2	208	1	3	3	2	212
10301	800.000	100	1380	1	4	3	1	400
10302	550.000	17	518	1	3	1	4	200
10303	360.000	14	111	0	3	3	2	99
10304	175.000	13	403	0	2	1	1	58
10305	310.000	13	128	0	3	1	2	85
10306	650.000	34	730	0	4	4	2	256
10307	1.980.000	22	741	2	4	4	4	355
10309	590.000	100	648	1	3	1	3	119
10310	500.000	1	46	0	3	3	2	94
10311	389.000	13	19	0	3	3	2	92
10312	250.000	8	274	0	3	1	1	167
10313	850.000	6	469	1	3	1	4	447
10314	1.050.000	23	36	0	4	4	3	254
10316	480.000	14	71	0	3	3	2	109
10317	960.000	23	36	0	4	3	3	261
10318	340.000	106	361	1	3	1	3	333
10321	550.000	74	1381	1	3	1	3	211
10322	550.000	71	1382	1	3	1	4	240
10323	980.000	5	36	0	4	4	3	174
10324	320.000	9	13	0	3	1	1	70
10330	585.000	1	165	0	3	3	2	128
10332	230.000	20	36	0	3	1	1	77
10335	800.000	37	857	1	3	3	2	210
10338	599.000	6	657	1	4	4	3	253
10340	275.000	25	86	0	3	1	2	78
10341	483.693	2	33	0	3	2	2	123
10343	6.000.000	63	147	2	6	6	8	1000
10350	2.450.000	1	67	0	4	4	4	350
10352	270.000	81	306	1	3	1	4	97
10353	295.000	187	839	1	3	2	3	180
10358	653.000	23	115	0	3	3	2	124
10361	180.000	118	363	1	2	1	2	70
10364	1.800.000	119	1183	2	4	4	4	388
10366	816.000	1	87	0	3	3	2	153
10373	226.448	14	179	0	2	1	1	63
10374	720.000	0	32	0	3	3	3	128
10378	180.000	24	1383	0	2	1	2	79
10379	250.000	4	71	0	3	1	2	74
10380	1.279.000	5	214	0	4	4	3	197
10384	890.000	136	532	2	3	3	3	300
10385	500.000	71	307	1	3	1	4	300
10387	1.385.793	0	1099	0	4	4	4	228
10388	420.000	286	1384	1	3	2	6	190
10389	180.000	92	265	0	2	1	1	63
10396	650.000	29	56	1	4	1	4	300
10398	820.000	129	398	1	3	1	4	320
10405	1.290.000	5	1005	0	4	4	4	211
10406	250.000	66	988	1	3	1	3	72
10410	615.000	13	36	2	3	3	2	206
10411	3.500.000	119	939	2	5	5	3	534
10412	290.000	14	21	0	3	3	2	93
10414	230.000	41	1016	0	3	1	2	74
10416	186.000	87	1385	0	2	1	1	54
10419	230.000	149	940	1	3	1	4	107
10421	1.900.000	5	534	0	4	4	2	265
10424	228.524	40	774	0	3	1	1	68
10426	900.000	1	222	0	4	3	4	310
10427	190.000	262	1168	1	3	1	2	96
10431	520.000	1	529	0	4	2	2	200
10435	1.300.000	45	36	2	3	3	2	280
10437	235.000	4	71	0	3	1	1	72
10438	160.000	213	1208	2	3	1	2	62
10439	215.000	172	606	1	3	1	2	89
10441	1.390.000	10	1386	1	5	2	5	500
10442	200.000	266	1191	1	3	1	2	76
10443	279.000	249	1082	0	3	1	2	75
10448	640.000	1	152	0	3	3	2	114
10450	480.000	34	434	0	3	1	2	125
10452	475.000	0	507	0	3	3	2	102
10453	1.350.000	5	534	0	4	4	2	200
10457	900.000	1	92	0	4	4	3	177
10460	235.000	16	317	1	3	1	2	115
10462	1.850.000	102	291	2	4	4	2	430
10463	360.000	140	127	0	3	1	2	89
10464	300.000	1	1387	0	2	1	1	61
10465	215.000	40	139	0	2	1	1	61
10468	258.500	91	325	0	2	1	2	57
10471	280.000	47	105	0	3	2	2	79
10473	1.300.000	235	977	1	6	4	3	421
10480	610.000	1	418	0	3	3	2	115
10482	430.000	0	190	0	4	2	2	114
10484	230.000	121	375	1	3	2	2	135
10485	320.000	91	68	0	3	3	2	77
10487	414.000	13	29	0	3	3	2	92
10489	479.000	0	507	0	3	3	2	102
10490	340.000	4	840	0	3	1	2	90
10492	504.000	2	33	0	3	3	2	123
10493	420.000	1	1388	0	3	2	2	83
10496	800.000	23	36	0	4	4	3	145
10497	5.380.000	61	36	2	4	4	4	630
10503	3.600.000	75	1389	2	4	4	4	500
10505	240.000	27	627	1	3	1	2	108
10510	360.000	5	313	0	2	1	2	61
10511	260.000	77	36	0	3	1	2	74
10512	179.900	264	1133	0	3	1	1	70
10513	430.000	25	1390	0	3	1	1	95
10516	480.000	23	36	0	3	1	2	152
10517	480.000	23	37	0	2	2	2	90
10518	435.000	23	161	0	3	3	2	100
10519	1.112.289	23	120	0	3	3	3	168
10520	280.000	0	120	0	2	2	1	61
10522	550.000	1	165	0	3	3	2	128
10523	490.000	0	36	0	4	4	2	120
10524	2.280.000	1	67	0	4	4	4	350
10525	670.000	25	595	0	3	3	2	180
10526	465.000	14	246	0	3	3	2	108
10527	550.000	14	246	0	3	3	2	111
10528	170.000	3	5	1	2	1	2	62
10530	758.000	1	48	0	4	3	3	191
10531	145.000	67	1248	1	3	1	1	230
10532	1.195.000	1	67	0	4	4	3	179
10533	280.000	2	1254	1	3	1	3	99
10534	830.000	1	48	0	3	3	3	177
10535	320.000	23	115	0	2	1	1	77
10537	190.000	103	777	0	2	1	1	57
10539	400.000	34	247	0	3	1	2	120
10540	420.000	1	92	0	3	3	2	88
10544	600.000	1	418	0	3	3	2	114
10546	499.000	43	664	1	3	1	4	200
10547	680.000	17	597	1	3	3	4	156
10548	1.350.000	1	1128	0	4	4	4	209
10552	715.000	5	512	0	3	3	2	138
10553	380.000	92	36	0	3	3	2	98
10554	255.000	47	259	0	3	1	1	93
10555	950.000	1	237	0	3	3	3	162
10556	1.850.000	102	291	2	4	4	2	430
10558	1.250.000	37	857	2	3	3	2	247
10559	180.000	18	1391	1	3	1	2	82
10560	395.000	8	36	0	4	1	1	120
10561	272.840	7	93	0	3	1	2	71
10566	206.000	14	59	0	2	1	1	57
10567	380.000	43	167	1	3	1	2	126
10568	210.000	14	59	0	2	1	1	57
10570	217.183	40	139	0	2	1	2	58
10572	485.000	9	213	0	3	3	2	102
10573	810.000	21	634	2	3	1	2	180
10574	1.950.000	70	1392	1	3	3	5	405
10576	210.000	35	503	0	2	1	1	60
10578	695.000	6	421	1	4	2	4	300
10580	840.000	1	48	0	4	3	3	169
10581	550.000	71	922	1	4	3	3	220
10584	520.000	25	413	0	3	3	3	100
10586	450.000	1	50	0	4	2	2	110
10591	879.000	25	493	0	3	3	2	154
10592	880.000	1	34	0	3	3	3	154
10593	250.000	91	814	0	2	1	1	56
10595	1.270.000	5	197	0	3	3	3	218
10596	198.092	92	265	0	2	1	2	62
10598	995.000	29	163	2	4	4	4	203
10601	417.000	1	50	0	3	3	2	75
10603	1.690.000	5	214	0	4	4	4	261
10605	246.584	79	205	0	2	1	1	66
10610	182.000	13	406	0	2	1	1	52
10611	237.350	40	800	0	2	1	1	62
10613	600.000	1	129	0	3	2	2	111
10620	650.000	0	32	0	3	3	2	140
10621	288.330	1	129	0	2	1	1	65
10622	1.510.000	5	214	0	4	4	3	233
10624	286.000	13	19	0	3	1	2	81
10625	650.000	0	22	0	3	3	2	128
10626	330.000	74	70	0	3	1	1	77
10627	360.000	287	1393	1	4	1	4	320
10629	390.000	14	179	0	3	3	2	99
10630	800.000	244	1394	1	3	1	1	166
10633	418.000	0	32	0	2	1	2	88
10634	408.000	13	350	0	3	3	2	92
10637	500.000	1	393	0	3	3	2	94
10638	220.000	66	872	1	3	1	1	96
10639	220.000	288	1395	1	3	1	3	90
10642	270.000	1	145	0	2	1	1	72
10643	855.000	43	728	1	4	4	4	250
10644	1.000.000	129	896	1	4	4	4	375
10646	220.000	27	1186	1	3	1	2	109
10647	457.740	2	33	0	3	1	2	95
10648	365.000	25	43	0	3	1	2	78
10652	248.000	47	259	0	3	1	1	79
10653	247.000	2	869	1	3	1	3	150
10654	230.000	33	65	0	3	1	1	77
10655	340.000	289	1396	1	4	3	7	340
10657	180.000	170	604	1	2	1	2	63
10661	1.330.000	5	214	0	4	4	3	221
10662	1.550.000	23	173	0	4	4	3	223
10665	720.000	1	92	0	4	2	2	142
10666	550.000	42	85	1	4	2	3	312
10675	540.000	6	94	0	3	1	3	174
10676	745.000	23	273	0	4	2	1	200
10679	482.429	2	33	0	3	1	2	95
10681	330.000	25	68	0	3	3	2	78
10682	170.000	198	818	1	3	1	1	100
10684	295.000	14	160	0	2	2	2	71
10685	825.000	5	512	0	3	3	2	150
10687	688.000	5	61	0	3	3	2	121
10688	475.000	34	78	0	3	2	2	109
10689	175.000	41	84	0	2	1	1	60
10691	1.800.000	5	779	1	4	4	6	380
10692	280.000	27	627	1	3	1	2	92
10696	320.000	1	87	0	3	1	1	90
10697	700.000	0	382	0	4	4	3	205
10698	1.490.000	1	48	0	4	4	4	275
10699	850.000	34	36	0	4	2	2	234
10700	280.000	88	117	0	2	1	1	58
10703	1.050.000	0	382	0	4	4	3	184
10704	2.700.000	119	1326	2	5	4	6	410
10705	270.000	211	862	2	3	1	2	75
10708	1.200.000	1	1397	0	3	3	3	189
10709	320.000	4	262	0	2	2	1	100
10710	1.000.000	23	127	0	4	2	4	303
10711	330.000	91	68	0	3	3	1	77
10712	200.000	13	36	0	2	1	1	57
10714	471.000	14	21	0	3	3	2	127
10716	480.000	0	32	0	3	3	2	108
10718	360.000	0	1	0	3	1	1	75
10720	215.000	103	679	0	2	1	1	57
10722	2.300.000	43	1398	1	4	4	6	463
10724	1.950.000	0	313	0	4	4	3	271
10725	1.300.000	5	61	0	4	4	3	214
10726	590.000	0	22	0	3	3	2	118
10728	460.000	23	36	0	3	3	2	134
10729	370.000	0	382	0	2	1	1	78
10733	147.000	69	1154	1	2	1	2	64
10735	1.500.000	37	925	2	5	5	4	500
10736	250.000	59	144	0	2	1	1	68
10737	366.000	13	36	0	3	2	2	88
10738	320.000	25	68	0	2	1	1	67
10741	495.000	0	276	0	3	2	2	100
10743	2.200.000	44	1399	2	4	4	3	400
10744	610.000	1	418	0	3	3	2	117
10745	310.000	50	533	1	3	1	4	135
10746	285.000	1	34	0	3	1	1	85
10747	212.700	14	179	0	2	1	1	63
10748	185.000	18	1400	2	3	1	1	84
10749	290.000	65	194	2	3	1	2	92
10753	155.000	216	228	1	2	1	1	60
10755	1.260.854	5	771	0	3	3	2	198
10756	3.350.000	125	405	2	4	3	6	470
10759	350.000	0	1	0	3	1	1	74
10763	380.000	25	68	0	4	1	2	100
10764	340.000	2	377	1	3	1	2	160
10768	1.380.000	0	313	0	4	3	2	222
10769	280.000	92	265	0	3	1	2	79
10770	1.200.000	1	145	0	4	4	3	269
10771	395.000	8	36	0	4	1	1	120
10774	250.000	14	21	0	3	2	2	77
10778	360.000	2	377	1	3	2	2	160
10780	350.000	13	475	0	3	3	2	93
10784	1.025.600	0	173	0	4	4	3	228
10786	269.000	13	519	0	3	1	1	75
10788	410.000	1	1213	0	3	3	2	103
10790	330.000	13	628	0	3	1	1	83
10793	178.900	16	25	0	2	1	1	62
10795	450.000	0	1081	0	3	3	3	97
10796	1.050.000	86	885	2	3	3	2	250
10798	780.000	238	996	2	4	2	4	260
10799	265.000	59	144	0	2	1	1	68
10800	708.000	103	334	0	4	4	3	151
10803	350.000	23	296	0	3	1	2	104
10805	265.000	25	86	0	3	1	1	75
10806	280.000	13	29	0	3	1	2	78
10807	196.000	40	82	0	2	1	1	58
10808	325.000	1	129	0	2	1	1	67
10809	833.000	5	299	0	3	3	2	147
10810	490.000	80	437	0	3	3	3	117
10812	270.000	6	697	0	3	1	2	88
10813	1.100.000	37	727	2	3	3	4	250
10814	415.000	27	929	1	3	1	2	130
10816	264.960	6	137	0	2	1	2	73
10818	162.500	168	590	2	3	1	2	62
10819	350.000	290	1401	1	2	1	3	197
10820	751.400	0	51	0	3	3	2	128
10822	304.960	1	129	0	2	1	1	65
10825	750.000	23	36	0	3	3	2	142
10827	340.000	1	46	0	2	1	1	70
10829	490.000	0	36	0	4	4	2	120
10830	1.300.000	45	357	2	4	4	4	334
10831	424.000	128	396	1	4	4	3	276
10832	385.000	1	48	0	3	1	2	94
10833	174.668	87	854	0	2	1	1	55
10834	1.600.000	1	622	0	4	2	2	280
10836	1.850.000	186	770	2	4	4	4	377
10837	690.000	6	436	1	4	2	4	260
10838	1.490.000	22	764	2	4	4	4	250
10840	257.600	6	137	0	2	2	1	73
10841	5.000.000	125	1251	2	4	4	6	678
10842	350.000	106	813	2	3	3	2	119
10843	630.000	0	0	0	3	3	3	97
10844	175.000	14	705	0	2	1	2	57
10845	1.150.000	0	153	0	4	4	3	183
10846	506.718	80	216	0	3	3	2	105
10849	200.000	15	581	1	3	1	2	100
10851	135.000	62	805	1	2	1	2	75
10853	209.000	82	224	0	2	1	1	67
10856	180.000	27	49	1	2	1	1	80
10857	460.000	1	36	0	3	3	3	105
10858	450.000	0	190	0	3	3	2	91
10859	280.000	24	665	0	3	1	2	98
10860	295.000	4	72	0	2	2	1	69
10861	323.533	6	137	0	3	3	2	89
10863	430.000	13	508	1	4	3	2	200
10864	185.000	116	1061	1	3	1	2	80
10868	350.000	1	926	0	3	1	2	77
10869	3.000.000	61	36	2	4	4	4	640
10871	1.280.000	73	182	2	3	3	2	294
10872	1.594.338	0	173	0	4	4	3	242
10873	540.000	0	22	0	3	3	2	118
10874	800.000	1	319	0	4	3	3	169
10877	2.100.000	119	1402	2	4	4	4	542
10879	440.000	257	1274	1	3	3	4	220
10880	550.000	0	32	0	3	2	2	89
10881	742.514	0	22	0	3	3	2	128
10882	1.190.000	1	206	0	4	4	3	189
10884	210.000	96	276	1	3	1	3	99
10889	1.625.000	1	104	0	4	4	3	260
10891	300.000	51	1403	2	3	1	2	100
10893	350.000	23	273	0	3	1	1	109
10894	765.000	1	98	0	5	1	2	274
10895	182.000	252	251	0	2	1	1	62
10896	821.000	1	87	0	3	3	3	153
10897	1.490.000	44	195	2	4	4	4	350
10900	1.600.000	86	885	2	3	3	3	354
10903	255.000	215	862	2	3	1	2	75
10904	1.000.000	6	1404	1	4	3	2	418
10905	1.060.000	0	173	0	3	3	3	170
10906	600.000	1	4	0	4	2	2	183
10907	370.000	200	487	1	3	2	3	150
10908	508.100	0	32	0	3	1	2	108
10909	800.000	23	36	0	4	4	3	145
10913	245.000	13	19	0	3	1	2	75
10914	850.000	1	319	0	4	2	3	169
10916	230.000	14	348	0	3	1	1	70
10917	169.000	33	168	0	2	1	1	64
10919	900.000	5	833	0	4	4	3	176
10921	193.000	47	259	0	2	1	1	64
10922	270.000	103	526	0	3	1	1	74
10923	295.000	39	81	0	3	1	1	79
10924	869.960	5	512	0	3	3	2	158
10926	220.000	180	663	1	3	1	3	150
10928	600.000	23	83	0	4	1	2	152
10930	182.000	13	406	0	2	1	1	52
10934	250.000	0	118	0	2	1	2	77
10935	350.000	145	465	0	3	1	1	87
10937	1.290.000	5	214	0	4	4	3	221
10944	1.700.000	5	669	0	4	3	3	228
10945	310.000	39	36	0	3	1	2	79
10946	480.000	23	83	0	3	1	2	77
10948	320.000	50	36	1	3	1	3	171
10950	195.000	9	90	0	2	1	1	74
10951	375.000	13	519	0	3	1	2	80
10955	390.000	0	1	0	3	1	2	86
10956	530.000	2	687	1	3	2	4	205
10957	830.000	1	319	0	4	2	3	167
10958	445.000	2	33	0	3	3	2	106
10959	361.509	1	34	0	2	1	2	59
10960	799.990	34	730	0	4	3	3	154
10961	595.000	0	140	0	3	2	2	129
10962	380.000	4	868	0	3	1	2	110
10963	400.000	92	700	1	3	1	1	150
10964	320.000	1	762	0	3	1	2	75
10965	170.000	239	1405	1	2	1	1	84
10966	810.000	47	560	0	3	1	2	188
10967	260.000	24	134	0	3	3	2	80
10969	197.399	24	125	0	2	1	1	64
10970	510.000	162	244	2	3	1	3	131
10972	1.350.000	5	669	0	4	4	3	241
10977	550.000	1	418	0	3	3	2	108
10980	500.000	2	208	1	3	3	4	215
10982	1.850.000	186	787	2	3	3	4	344
10984	200.000	47	241	0	2	1	1	60
10985	550.000	64	21	0	3	3	2	127
10987	498.000	29	315	2	4	1	2	150
10990	285.000	1	98	0	2	1	1	70
10991	180.000	2	575	0	2	1	1	52
10993	660.000	1	41	0	3	3	2	146
10994	219.600	13	212	0	3	1	1	70
10997	155.000	127	1406	1	2	1	1	62
10998	1.200.000	58	233	2	3	3	2	268
10999	650.000	1	98	0	4	2	2	221
11000	550.000	23	658	0	3	3	3	145
11006	510.000	283	1407	1	3	3	4	160
11007	280.000	14	21	0	3	3	2	80
11008	3.724.000	102	328	2	4	4	3	570
11009	200.000	13	646	0	2	1	1	65
11010	700.000	23	500	0	3	3	2	125
11012	700.000	10	1064	1	5	4	4	290
11014	685.000	91	325	0	3	3	2	105
11015	390.000	35	1408	1	3	1	4	240
11016	340.000	0	1	0	3	1	1	74
11020	290.000	183	673	1	3	1	2	88
11021	1.130.000	5	61	0	3	3	3	179
11023	740.000	23	115	0	3	3	2	144
11025	260.000	13	29	0	3	1	1	77
11026	550.000	43	997	1	3	1	3	174
11028	250.000	7	289	0	3	1	1	72
11030	175.000	81	683	1	2	1	2	80
11032	1.036.000	23	120	0	3	3	3	168
11033	490.000	23	658	0	3	1	1	137
11036	740.000	5	1178	0	3	3	3	140
11037	580.000	1	378	5	2	2	2	74
11040	720.000	0	32	0	3	3	2	142
11043	280.000	27	703	1	2	1	3	156
11046	160.000	180	76	1	2	1	2	80
11047	285.000	6	8	0	3	1	2	85
11049	1.400.000	5	459	0	4	4	3	242
11050	1.250.000	5	36	0	3	3	3	185
11052	330.000	113	352	1	3	1	2	130
11053	480.000	1	50	0	3	1	2	100
11054	738.500	1	50	0	3	3	2	132
11057	250.000	36	73	2	3	3	2	91
11058	389.000	1	46	0	2	2	1	70
11059	345.000	0	1	0	3	1	1	73
11060	230.000	4	840	0	3	1	1	79
11062	800.000	23	55	0	4	3	2	228
11063	320.000	33	528	0	3	1	2	82
11065	1.934.491	1	104	0	4	4	3	260
11067	180.000	13	646	0	2	1	1	54
11068	220.000	13	646	0	2	1	1	54
11070	189.000	87	1409	0	2	1	2	65
11073	1.000.000	136	1145	2	4	4	4	260
11074	136.000	62	1410	1	2	1	2	65
11075	350.000	2	1411	1	3	1	3	130
11076	260.000	103	526	0	3	1	2	75
11077	750.000	23	115	0	3	3	2	140
11079	980.000	1	98	0	4	4	2	240
11087	210.000	291	525	1	3	1	2	90
11088	321.900	88	117	0	2	1	1	60
11090	375.000	13	63	0	3	2	2	92
11092	950.000	1	34	0	4	4	2	320
11094	257.000	6	1215	0	2	1	1	73
11095	490.000	2	33	0	3	1	2	96
11098	1.500.000	22	300	2	3	3	4	301
11099	285.000	25	86	0	3	1	1	69
